"","user_name","user_location","user_description","user_created","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","source","is_retweet"
"2967","<U+0001F375> Time w/Modele <U+0001F440>E And Friends Pod","north carolina","A Bi-Weekly podcast <U+0001F3A4> of needed conversations with friends & my solodolo<U+0001F48B>","2017-01-12 14:35:51",2757,2529,29091,"False","2020-07-31 18:11:39","E And Friends Podcast! ModelE is speaking #teatime #COVID19
#MasksOn 

https://t.co/6npiJyfXch","['teatime', 'COVID19', 'MasksOn']","Twitter for Android","False"
"2968","Lonny Leitner","minnesota","Proud conservative but not angry. Love airplanes & politics. I don¡¯t take myself too seriously. Tweets are my own.","2008-09-27 19:10:32",15771,15259,180,"False","2020-07-31 18:11:38","The same elected officials who told us when #COVID19 hit that it was safe to buy alcohol but too dangerous to atten¡­ https://t.co/b6FsyrYclY","['COVID19']","Twitter Web App","False"
"2969","The AZ - abc15 - Data Guru","arizona","Husband, Dad, Catholic liturgical music brat. Odd path to journalism. Data Analyst for @abc15 and Oracle of #ElectionTwitter e: garrett.archer@abc15.com","2008-02-22 17:59:38",19797,1481,7611,"False","2020-07-31 18:11:29","Although growth in Yuma has slowed considerably, the zip code 85364 is the first in #Arizona to post more than 4k t¡­ https://t.co/PanPdUviRF","['Arizona']","Twitter Web App","False"
"2970","Maya Cohn","california","I value Honesty & Truth. I detest Puffery, Bombast & Deliberate Bald-faced Liars. Will engage. #ClimateChangeIsReal & WE are behind the <U+0001F3B1>.","2015-05-01 15:47:37",217,1184,5836,"False","2020-07-31 18:11:28","#HermanCain listened to his Leader and is now dead. As he said, ¡°Blame yourself.¡± I imagine he got the diagnosis of¡­ https://t.co/pwucxj7Gjc","['HermanCain']","Twitter for iPhone","False"
"2971","Families USA","washington, d.c.","Our vision is a nation where the best health and health care is equally accessible to all.","2009-05-11 18:46:02",19187,2420,5182,"True","2020-07-31 18:11:17","#COVID19 has also exposed long-standing health disparities. Congress has the opportunity to address these health di¡­ https://t.co/0TwHBjGpQI","['COVID19']","Twitter Web App","False"
"2973","Brian","georgia","Currently recovering from #COVID19 / Product Designer frmr. @Stash @TripAdvisor @Hotwire / habitual movie-quoter / @Capitals fan","2009-04-18 12:15:48",461,397,3077,"False","2020-07-31 18:11:05","Day 142 in #LongCovid #COVID19 #longhaulers chronicles. An okay stretch of days. Stressful week at work, tired. Che¡­ https://t.co/OEHTV2kzXL","['LongCovid', 'COVID19', 'longhaulers']","Twitter for iPhone","False"
"2974","Jazzy J<U+0001F49C>","california","not a fan of negative behavior","2010-08-28 02:11:10",91702,39583,10007,"False","2020-07-31 18:11:04","Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through Cas¡­ https://t.co/R59Vkr0Nrq","['COVID19', 'Coronavirus']","Twitter for iPhone","False"
"2975","Renee Salazar","kansas","I'm always up for something new :) I am a freebird enjoying everyday. My husband & I love to travel, especially for Garth Brooks concerts!! #LoveOneAnother","2012-11-21 03:26:25",618,1778,14796,"False","2020-07-31 18:10:43","My mother-in-law passed away from COVID after a week in the hospital. She never met her grandson, her first born so¡­ https://t.co/xhKKaHaUol","","Twitter for iPhone","False"
"2976","danny anthony","new york","","2018-05-12 13:18:02",184,1738,93,"False","2020-07-31 18:10:42","Stop making excuse the man died from complications of #COVID19 . Am going to ask the #GOP &amp;@realDonaldTrump if you¡­ https://t.co/0vsXcYiHNc","['COVID19', 'GOP']","Twitter for iPhone","False"
"2977","AAAS","washington, d.c.","Updates from AAAS, the American Association for the Advancement of Science. Open minds. Join us. https://t.co/fpqEh0mZRN","2008-11-10 19:14:39",122468,406,127,"True","2020-07-31 18:10:37","#ScienceWebinars presents our next free, educational broadcast.

Join us on 5 August at 12p ET for 
Racing against¡­ https://t.co/aoZR2Po1L1","['ScienceWebinars']","Facelift-Cloud","False"
"2978","Melanie Fonder Kaye @<U+0001F3E1>","washington, d.c.","MFK Strategies @AchieveTheDream @medicalteams @ABetterBalance | b/f @milwaukee2020 @bidenfoundation @DrBiden @gmmb @thehill @wispolitics | #ObamaAlumni #SSCAB","2008-08-27 16:10:15",4108,4886,193010,"False","2020-07-31 18:10:34","""Montgomery County is closer to returning to more restrictions than it is to moving on to Phase III, officials said¡­ https://t.co/9jWOhqJTsy","","Twitter Web App","False"
"2979","David Bluemke","wisconsin","Editor-in-Chief, RADIOLOGY.   Professor of Radiology, University of Wisconsin School of Medicine and Public Health.","2017-08-24 18:03:30",2811,121,439,"False","2020-07-31 18:10:33","RADIOLOGY New:  Spectrum of neuroimaging findings in 185 #COVID19 patients/ intra-axial susceptibility abnormalites¡­ https://t.co/iVnu1FG0og","['COVID19']","Twitter Web App","False"
"2980","Scott Thompson","texas","Christian, Conservative, father of 4 beautiful & wonderful kids, USAF Vet, SB owner, & too many interests to list.","2010-09-23 11:14:31",509,1000,8996,"False","2020-07-31 18:10:12","#Corona #COVID19 #BackTheBlue #Trump2020Landslide #Trump2020LandslideVictory 

This is what makes this man great. A¡­ https://t.co/06O3EMWZd8","['Corona', 'COVID19', 'BackTheBlue', 'Trump2020Landslide', 'Trump2020LandslideVictory']","Twitter for Android","False"
"2981","Virginia Organizing","virginia","Virginia Organizing is a non-partisan statewide grassroots organization that brings people together to create a more just Virginia.","2009-05-22 00:58:26",3268,1426,1093,"False","2020-07-31 18:10:03","Debt collectors believe the #COVID19 crisis is a ¡°golden opportunity¡± to reap benefits from struggling consumers!?¡­ https://t.co/CaYzVljfER","['COVID19']","Twitter Web App","False"
"2982","Bruce Mirken","california","Media Relations Director, @Greenlining. Opinions (often snarky) are strictly mine. RTs do not equal endorsements. Justice. Fairness. Equity. #25thAmendmentNow","2015-03-05 22:16:33",1734,584,16555,"False","2020-07-31 18:09:58","I don't think an official from an administration that was willing to let people die of #COVID19 just as long as it¡­ https://t.co/e0Rxl5aMvG","['COVID19']","Twitter Web App","False"
"2983","Oakville Beaver","missouri","Connected to our Community | 901 Guelph Line, Burlington, ON L7R 3N8 | For Circulation please call 905-631-6095 email: KMossman@metroland.com","2009-04-07 14:29:25",14541,494,587,"False","2020-07-31 18:09:52","BREAKING: We're learning a #Burlington woman under 40 has contracted #COVID19 as the #coronavirus case count in Hal¡­ https://t.co/2XujpKfrSs","['Burlington', 'COVID19', 'coronavirus']","Hootsuite Inc.","False"
"2984","MedStar Washington","washington, d.c.","The official Twitter page of MedStar Washington Hospital Center, the largest (912 beds) private hospital in the nation's capital. http://t.co/u6sH8zeVAl","2009-01-14 20:44:13",6436,756,2304,"False","2020-07-31 18:09:41","Dr. Ezequiel Molina and Dr. Maria Rodrigo are @fox5dc's Hometown Heroes. Watch now as they discuss how our heart tr¡­ https://t.co/td7YFub9jm","","Sprinklr Publishing","False"
"2985","Tim Lydon","alaska","Works, plays, & writes on the public lands. Founding member: @PWSstewardship Author: Passage to Alaska.   Here's to colder times.","2018-01-28 02:41:24",366,737,2998,"False","2020-07-31 18:09:40","I wrote this right before #COVID19 hit. With my daughter¡¯s #school year now disrupted, I realize the ways to prep¡­ https://t.co/E3JZQYPFJL","['COVID19', 'school']","Twitter Web App","False"
"2986","Health Media Communications","colorado","Connecting us all.","2020-03-25 20:52:02",54,274,79,"False","2020-07-31 18:09:36","A11: We have developed the use of multi-media content to inform the population about #COVID19 #AJPHSunnydays https://t.co/NAdKVyRN3e","['COVID19', 'AJPHSunnydays']","Twitter Web App","False"
"2987","Show Rajar","florida","#onelove
#onenation
#onerace
#withlibertyandjusticeforall

Get in the movie even if it's as an extra.
Revelation 5:5
<U+0001F6AB>DM","2018-10-02 14:39:38",1142,1846,3610,"False","2020-07-31 18:08:51","@EddieDonovan Here's my question:

Daily riots for weeks.  Masses of people.
Why is Oregon not seeing a greater spi¡­ https://t.co/YJiwrluy3i","","Twitter Web App","False"
"2988","Combinati","california","Digital PCR Reimagined. 
Know Faster. Know More.","2018-08-15 17:25:17",30,266,0,"False","2020-07-31 18:08:25","Want accurate, precise, and sensitive detection of SARS-CoV-2 for #COVID19 research? Learn how the Absolute Q #dPCR¡­ https://t.co/o6qE18qXzY","['COVID19', 'dPCR']","HubSpot","False"
"2989","Pam Shaw","illinois","When it comes right down to it, I'm with the kids. Proud #esports & #choir mom. Believer in #neurodiversity. Opinions my own. RT ¡Ù endorsement. [she/her]","2012-09-01 15:04:13",1140,4976,44098,"False","2020-07-31 18:08:18","I¡¯m helping to fight #COVID19 ¨C 10140 people are estimated to have COVID symptoms in Lake County today. Please help¡­ https://t.co/LnwBurwYif","['COVID19']","Twitter for iPhone","False"
"2990","Zaller Law Group","california","The Zaller Law Group, PC is a law firm dedicated to assisting California businesses with employment and business legal issues.","2008-05-07 18:10:26",986,653,291,"False","2020-07-31 18:08:03","Does the Families First Coronavirus Response Act expire? Watch the video below to get a quick COVID-19 update.¡­ https://t.co/9Goi99J232","","Twitter Web App","False"
"2991","Rave Mobile Safety","massachusetts","Your trusted software solutions partner for enterprise, public and campus safety. Creator of @Smart911 & Rave Panic Button.","2009-02-26 14:08:00",2863,1371,2199,"False","2020-07-31 18:07:59","Unfortunately, #COVID19 cases are surging across the United States. Here's what is being done to slow the spread of¡­ https://t.co/qkq7CEkF4Y","['COVID19']","HubSpot","False"
"2992","Gillian Zwick","california","I know nothing about twi-tiquette","2011-08-13 16:17:47",120,194,416,"False","2020-07-31 18:07:58","UNITE HERE Local 11 is the union of hospitality workers in LA County. Our members fight for worker &amp; immigrant righ¡­ https://t.co/TIzTx5My7Q","","Twitter Web App","False"
"2993","facelessloser","pennsylvania","Maker/hacker, embedded maker. Arduino, python and Raspberry pi https://t.co/ovRU4ewneM
https://t.co/O4QOdUZdS1","2007-03-29 19:12:56",470,110,170,"False","2020-07-31 18:07:57","Just an FYI there were this many cases and deaths as they were opening pubs but no one seamed to care or was it the¡­ https://t.co/e644rrHRx6","","FalconPro3","False"
"2994","YourDCTV","washington, d.c.","DCTV | Your Voice, Your Network! Join us & #learn to #produce, shoot #video, #edit & air your #content on our #DC channels & on web. #tv #video #film #create","2009-11-05 22:04:04",1603,1849,1355,"False","2020-07-31 18:07:56","DCTV shares @WUSA9's coverage: Here¡¯s how new COVID-19 travel restrictions in DC could affect the 2020 March on Was¡­ https://t.co/l243AXYr74","","Twitter Web App","False"
"2995","<U+0001F1FA><U+0001F1F2> Lisa <U+0001F1FA><U+0001F1F2>","arizona","#GodBlessAmerica","2018-05-19 13:58:40",4438,4480,6951,"False","2020-07-31 18:07:50","Amazing. The homeless population must have strong immune systems from living on the streets. 

Or #COVID19 isn't as¡­ https://t.co/QSrVco0VN5","['COVID19']","Twitter Web App","False"
"2996","JNKR11","oregon","Sales | Training | Fashion | Comedy","2014-02-13 06:44:09",746,86,8411,"False","2020-07-31 18:07:37","@Jim_Jordan <U+0001F923> watching a ¡°educated idiot¡± being grilled. Once you take away the books, maps, graphs, high glossy ph¡­ https://t.co/3aNV8gU8K6","","Twitter for iPhone","False"
"2997","Kevin Neher","colorado","Co-Lead @McKinsey Customer Experience practice #custexp #custserv #cx Work across industries. Interested in new and innovative experiences. Views mine","2010-02-08 03:45:08",200,20,3,"False","2020-07-31 18:07:37","The #COVID19 pandemic has made many consumers wary of shared #mobility. But with the right strategy, mobility-servi¡­ https://t.co/mTOri5fTFH","['COVID19', 'mobility']","Sprout Social","False"
"2998","Viventium","new york","We provide flexible software and expert guidance so clients can be sure their payroll is done right. #initwithyou","2009-10-21 21:46:50",10967,11766,1779,"False","2020-07-31 18:07:35","ICYMI: Learn about the biggest change with #Form941 in decades! Even if you didn¡¯t take advantage of any #COVID19 t¡­ https://t.co/1TEB3IQ6WD","['Form941', 'COVID19']","HubSpot","False"
"2999","ROI-NJ","new jersey","A business media company and the authoritative source for news and connections impacting New Jersey¡¯s economic movers and shakers.","2017-08-30 20:22:18",4422,2509,5932,"False","2020-07-31 18:07:34","Overnight, there were another 699 new positive #COVID19 cases, pushing #NJ's cumulative total since March 4th to 18¡­ https://t.co/ATIXBkLYTN","['COVID19', 'NJ']","Twitter Web App","False"
"3000","Cherish Lombard","alabama","Alabama Gulf Coast native<U+27A1><U+FE0F>PM News Anchor at @wkrn Nashville<U+27A1><U+FE0F>PM News Anchor at @wkrg. Rescue dog & cat Mom, wife & Mom to Fox 8/10/18<U+0001F499>|FB & IG:CherishLombard","2012-01-07 21:15:21",9090,1683,18042,"True","2020-07-31 18:07:18","If there was any question about children being able to get and spread coronavirus--
260 test positive for COVID aft¡­ https://t.co/JVqVQW7DIK","","Twitter Web App","False"
"3002","American- #Trump2020","ohio","You can find me on Parler @zerowarningshot
Dems Are Liars, Nazis & Racists. #MAGA #KAG #ProLife #2A Feminism Is Cancer #HimToo","2010-03-04 16:08:16",41297,39338,113830,"False","2020-07-31 18:06:51","HUGE DEVELOPMENT: 51 Global Studies Find HCQ Effective in Treating COVID-19 -- 16 Find HCQ NOT Effective -- But 10¡­ https://t.co/NzkOgXl3uS","","Twitter for Android","False"
"3003","Brig","colorado","I play RuneScape. | RSN: Brigantia | I'm the pirate of the Rants forum. | I draw | Slytherin","2014-06-04 15:33:56",125,324,176,"False","2020-07-31 18:06:33","Wear a mask, social distance, and then everyone gets a shot at staying alive. <U+0001F60A>

#COVID19 #USA #COVIDIOTS https://t.co/ew6iZaMNmL","['COVID19', 'USA', 'COVIDIOTS']","Twitter for Android","False"
"3004","Meg Tirrell","new york","Senior health & science reporter @CNBC","2009-06-16 17:11:26",71402,2993,6765,"True","2020-07-31 18:06:32","¡°The No. 1 reason Black people and Brown people don¡¯t participate in clinical trials is because nobody asks them¡±-¡­ https://t.co/19kED6lc3h","","Twitter Web App","False"
"3005","The Daily Edge","new york","2020 Priorities: Save America. Defeat Trump, Putin & #MoscowMitch. I also write #Unprecedented on Substack. Fuel the fight: https://t.co/IQAYbRUuuW","2010-08-18 00:29:10",189593,143065,20160,"False","2020-07-31 18:06:28","@realDonaldTrump FACTS:

Only 13 countries have more than 10,000 #COVID19 deaths.

Only <U+0001F1E7><U+0001F1F7> and <U+0001F1FA><U+0001F1F8> have more than 50¡­ https://t.co/mVpeLkviRj","['COVID19']","Twitter Web App","False"
"3006","Carpe Diem","new york","Proud, #LGBTQ #Progressive. Doing my part to make America blue. No lists. #TheResistance #BlackLivesMatter #GunReformNow  #UniteBlue #TeamJoe #Biden2020","2017-01-11 23:20:28",4411,4356,33168,"False","2020-07-31 18:06:24","@JakeSherman Birx deserves it. She is awful. It¡¯s why she has Trump¡¯s confidence. Birx has destroyed her own credib¡­ https://t.co/KlqilJSmN0","","Twitter for iPhone","False"
"3007","RiversideKitty","new york","Director, DGA Producer/Editor #DemCastUSA","2008-12-30 15:53:22",544,2619,55026,"False","2020-07-31 18:06:16","@Jim_Jordan YOU are dangerous 
#MaskUp 
#COVID19 
#TrumpVirus https://t.co/jHtSWfmxbk","['MaskUp', 'COVID19', 'TrumpVirus']","Twitter for iPhone","False"
"3008","Niagara Falls Review","new york","Niagara Falls Review is a daily newspaper in the Niagara Region, founded in 1879.","2009-04-23 21:19:50",15229,3338,95,"True","2020-07-31 18:06:13","#COVID19 testing centre for tourism, hospitality workers to be set up in #NiagaraFalls https://t.co/m0M5hm5ucD via @NiaFallsReview","['COVID19', 'NiagaraFalls']","Twitter Web App","False"
"3009","Sat the Ramphal","florida","CEO | 2X founder | meet Maya an Ai mentor and business partner | Revitalizing the startup ecosystem #XiByte #Maya #bringingideastolife <U+0001F1F9><U+0001F1F9><U+0001F1EC><U+0001F1FE>","2017-03-04 23:40:05",64,652,749,"False","2020-07-31 18:06:06","I cant wait for monday, new work week 
@HaveyoumetMaya
#COVID19 #coronavirus #work #Friday #FridayMotivation #TGIF¡­ https://t.co/lzu0NGtezu","['COVID19', 'coronavirus', 'work', 'Friday', 'FridayMotivation', 'TGIF']","Twitter for Android","False"
"3010","CACF","new york","The US's only pan-Asian policy advocacy org for children & families

CACF goes to bat for APAs & APA orgs to create better laws, mindsets + access to funding","2008-10-09 19:07:22",2775,722,4724,"False","2020-07-31 18:06:00","We must advance culturally &amp; linguistically tailored approaches, including strengthening the roles of community hea¡­ https://t.co/mBjHSTGlaW","","Twitter for iPhone","False"
"3011","Julie <U+0001F48E> <U+0001F1FA><U+0001F1F8>","michigan","I¡¯m a Patriot waking people up one tweet at a time, We will not be silenced, Proud Trump supporter,#MAGA, #Trump2020, #KAG","2013-09-12 16:01:55",2432,1969,54096,"False","2020-07-31 18:05:58","A must watch.  #Plandemic #COVID19 #Fauci #FauciHearing 

https://t.co/cQcF86bS2X","['Plandemic', 'COVID19', 'Fauci', 'FauciHearing']","Twitter for iPhone","False"
"3012","CACF","new york","The US's only pan-Asian policy advocacy org for children & families

CACF goes to bat for APAs & APA orgs to create better laws, mindsets + access to funding","2008-10-09 19:07:22",2775,722,4724,"False","2020-07-31 18:05:53","Learn more about #HEAA2020 and how we have the chance now in the face of #COVID19 to improve the health and wellbei¡­ https://t.co/pNSU6RHTTN","['HEAA2020', 'COVID19']","Twitter for iPhone","False"
"3013","J.Maurice Ruggiero","tennessee","liberal in ruby red Tennessee and lifelong Democrat #Resist We need a #PermanentStimulus to address the wealth gap or US will fail","2017-09-02 22:51:53",639,957,9440,"False","2020-07-31 18:05:45","Here¡¯s an October surprise for #TreasonousTraitorTrump how about 20million #COVID19 cases? It¡¯s obviously a¡­ https://t.co/Ci1t46BlKR","['TreasonousTraitorTrump', 'COVID19']","Twitter for iPhone","False"
"3014","Thelma Beamon","north carolina","Defender of the defenseless, champion of truth & honor, seeker of justice for those whose voices goes unheard...","2009-05-18 00:04:10",28,168,18424,"False","2020-07-31 18:05:33","@Mikel_Jollett So, #DeJoy is deliberately trying to run the #USPS into the ground. Without USPS, mail in ballots wi¡­ https://t.co/hwF6G5hUBY","['DeJoy', 'USPS']","Twitter for Android","False"
"3015","Ray Spiteri","new york","Multimedia Journalist at The Niagara Falls Review (@niafallsreview)","2009-05-05 22:22:23",2466,1870,95,"False","2020-07-31 18:05:19","#COVID19 testing centre for tourism, hospitality workers to be set up in #NiagaraFalls https://t.co/HQ69dPpHNL via @NiaFallsReview","['COVID19', 'NiagaraFalls']","Twitter Web App","False"
"3016","HealthAccess ALabama","alabama","The Medicare Rx Access Network of AL is dedicated to improving healthcare in Alabama by connecting people to resources and health information.","2013-11-01 18:52:09",373,651,485,"False","2020-07-31 18:05:19","Evidence shows that wearing a mask can reduce transmission of #COVID19 if everyone wears them. This remains true de¡­ https://t.co/NVoJIPw1C8","['COVID19']","Hootsuite Inc.","False"
"3017","The Wright Wreport","new york","An online lifestyle dedicated to the select coverage of art&culture / fashion&beauty / food&drink / movies&music / theater&TV ¡­","2009-06-08 17:01:31",1212,1356,7,"False","2020-07-31 18:05:09","U.S. Senators make approx $3,346 a WEEK, plus lavish benefits. They don't work fulltime. Just sayin'
 #coronavirus¡­ https://t.co/r8F1bLeVby","['coronavirus']","Hootsuite Inc.","False"
"3018","John Peters","massachusetts","Alone, ill w ME (not CFS) Unbeliever (political & relig) Severe Dunning-Kruger Like: get better, breed, Wales rugby, #c4news, porridge. https://t.co/iwDlRTbqFh","2007-04-14 17:38:12",3718,5001,202191,"False","2020-07-31 18:05:08","It seems everywhere restrictions are relaxed, there is a resurgence of #covid19. It's a real concern. #c4news","['covid19', 'c4news']","TweetDeck","False"
"3019","Anesthesiology News","new york","The Independent Monthly Newspaper for Anesthesiologists","2009-10-22 15:38:35",20139,383,547,"False","2020-07-31 18:05:05","Intravenous vitamin C and intravenous ozone shown effective for managing COVID-19 in hospitalized patients.¡­ https://t.co/KGzzNDwUCA","","Hootsuite Inc.","False"
"3020","Ellen O'Neill","massachusetts","Just trying to get through the day without spilling sauce on my shirt.","2009-03-02 21:06:37",176,650,5014,"False","2020-07-31 18:04:50","Are scented mask liners a thing? If not, can someone get on that? Thanks! #COVID19","['COVID19']","Twitter for Android","False"
"3021","Taking the high road","south carolina","Progressive. Palliative care RN. Social justice advocate. Kindness, knowledge, and compassion guide my moral compass.#Biden2020","2016-03-02 15:21:52",1788,4798,12801,"False","2020-07-31 18:04:50","#ImpeachTrumpAgain #TrumpResign #COVID19
#TraitorTrump #TrumpThreatensAmerica
Federalist Society co-founder says Tr¡­ https://t.co/PIG6Z5Cxg6","['ImpeachTrumpAgain', 'TrumpResign', 'COVID19', 'TraitorTrump', 'TrumpThreatensAmerica']","Twitter for Android","False"
"3022","PSC Office DJ","ohio","Travel, time with family, music. sometimes writing code","2010-02-26 18:56:01",73,403,1839,"False","2020-07-31 18:04:44","@BexleySchools @KimMiller_Learn - After everything said in the special board meeting around needing to work as a co¡­ https://t.co/3Oek1lqdeW","","Twitter Web App","False"
"3023","Hurricane Isaias","florida","I¡¯m here to fuck up your weekend beach plans. <U+0001F608>","2017-07-14 05:06:06",134,12,357,"False","2020-07-31 18:04:32","Imma just wipe Miami out since those dumb motherfuckers have 100k COVID cases. #Miami #hurricaneIsaias #COVID19","['Miami', 'hurricaneIsaias', 'COVID19']","Twitter for iPhone","False"
"3024","Baylor Scott & White Health","texas","Largest not-for-profit healthcare system in Texas<U+200B><U+200B>. Changing Healthcare for the Better. <U+0001F468><U+200D><U+2695><U+FE0F> <U+0001F469><U+200D><U+2695><U+FE0F> <U+0001F3E5>","2015-10-05 18:42:18",6283,145,4536,"False","2020-07-31 18:04:24","Research on the frontline: Baylor Scott &amp; White Research Institute has mobilized a #COVID19 task force that is brin¡­ https://t.co/vIYdaRjK9p","['COVID19']","CoSchedule","False"
"3025","Cristiano Antonino","ohio","Videomaker, Fotografo, Editore, Essere Umano...
(per favore, per favore, PER FAVORE:se sei grillino non ¨¨ un mio problema.Prova con la psicoanalisi!)","2012-05-19 10:01:52",466,97,20666,"False","2020-07-31 18:03:35","#COVID19 COVID-19, 40% of #coronavirus infections worldwide are 'imported' https://t.co/PnidisDJr3","['COVID19', 'coronavirus']","Twitter Web App","False"
"3026","Callie Capshaw","california","","2016-01-27 12:41:21",3350,3144,438830,"False","2020-07-31 18:03:33","Hmmm. 
So when did the CDC have this latest study about the summer camp where basically 2/3 the kids tested positiv¡­ https://t.co/WTM0dy8oYO","","Twitter for iPhone","False"
"3027","Governor Mike DeWine","ohio","Official Twitter account of Governor Mike DeWine's Office.  Tweets by staff.","2009-01-09 23:40:52",376072,884,269,"True","2020-07-31 18:03:00","For today's updated #COVID19 data, please visit https://t.co/3lWx4IRScb. 

#InThisTogetherOhio #MasksOnOhio https://t.co/oMWM6VLnos","['COVID19', 'InThisTogetherOhio', 'MasksOnOhio']","Twitter Media Studio","False"
"3028","BrinaOrganics","california","Organic & Natural Ingredient Hair Care Products. Everything You Need for your Natural Hair Care Journey.  <U+0001F49C>","2010-07-25 21:50:59",553,1005,1826,"False","2020-07-31 18:02:53","Houston doctor in viral video there¡¯s a cure for COVID19 - #blacklivesmatter #naturalhair #covid19 #cureforcovid https://t.co/aTCAAVb7FT","['blacklivesmatter', 'naturalhair', 'covid19', 'cureforcovid']","Twitter Web App","False"
"3029","DeplorableMia","illinois","Patriot <U+0001F1FA><U+0001F1F2><U+0001F985><U+0001F64F> #Trump2020
<U+263B>/ /¨„ / \ I took the RED PILL. As long as there is breath in my body I will never ever cease to be a seeker after truth.","2010-02-07 16:52:31",212,950,515,"False","2020-07-31 18:02:50","BIG THANK YOU to #AmericasFrontlineDoctors for standing on truth<U+271D><U+FE0F><U+2695><U+FE0F><U+0001F1FA><U+0001F1F8><U+0001F6D0> #HCQW0RKS #COVID19 https://t.co/Dr1XVVYD2s","['AmericasFrontlineDoctors', 'HCQW0RKS', 'COVID19']","Twitter Web App","False"
"3030","Taking the high road","south carolina","Progressive. Palliative care RN. Social justice advocate. Kindness, knowledge, and compassion guide my moral compass.#Biden2020","2016-03-02 15:21:52",1788,4798,12801,"False","2020-07-31 18:02:38","#jimjordanresign #COVID19
#GOPComplicitTraitors. Dr. Fauci and Jim Jordan get in heated exchange over protests

https://t.co/bMciguN9fu","['jimjordanresign', 'COVID19', 'GOPComplicitTraitors']","Twitter for Android","False"
"3031","<U+0001F1FA><U+0001F1F8> Travis McIntosh <U+0001F1FA><U+0001F1F8>","kentucky","Husband. Daddy. Sheriff Deputy. Patriot <U+0001F1FA><U+0001F1F8> <U+0001F1FA><U+0001F1F8> God Bless America","2016-03-13 15:12:33",283,173,1347,"False","2020-07-31 18:02:34","I¡¯ve said it all along. #DrFauci is a complete tool, embedded to force rhetoric against the rights of the ppl of th¡­ https://t.co/kMJYLd3zkk","['DrFauci']","Twitter for iPhone","False"
"3032","Nicole Collins","connecticut","Mother.Wife.Teacher.Blessed<U+2764><U+FE0F>","2010-01-06 02:47:50",104,244,333,"False","2020-07-31 18:02:24","Help! Please help my classroom with a donation to my @DonorsChoose project for flexible seating! These chairs would¡­ https://t.co/uyROD6VslM","","Twitter for iPhone","False"
"3033","Alameda County Public Health Department","california","The official Twitter account for the Alameda County Public Health Department. For COVID-19 info/resources, visit https://t.co/jsg6oPcj7N.","2013-06-21 16:12:59",4374,557,535,"False","2020-07-31 18:01:55","You could spread #COVID19 to others even if you do not feel sick. The cloth face cover is meant to protect OTHER pe¡­ https://t.co/DhmhIWjFvn","['COVID19']","Hootsuite Inc.","False"
"3034","Barnard College","new york","The premier college devoted to women¡¯s intellectual leadership, with all the resources of @Columbia and New York City. Led by President @sianbeilock.","2009-04-28 21:58:47",16056,2183,3324,"True","2020-07-31 18:01:46","Looking for a place to eat in Harlem? Check out Barcha, owned by Barnard alum Gloribell Perez '05. During the coron¡­ https://t.co/mkhdhyPjsW","","Hootsuite Inc.","False"
"3035","Let's Talk Melanin","new york","Attracted to thought leaders, fashion, and everything in between. Addicted to travel, trance, art and the evolutions of the written word.","2009-08-25 20:42:05",1073,555,455,"False","2020-07-31 18:01:46","Building your psychological immunity will prevent you from getting swept up in the pandemic of fear¡­ https://t.co/rvmdtNU4hN","","LaterMedia","False"
"3036","GreenSense Billing","minnesota","Managed #medicalbilling | 95 percent acceptance of claims | Visit https://t.co/akdVi8xPB0 or call (218)-203-0510","2018-12-21 17:43:16",225,4672,293,"False","2020-07-31 18:01:40","Platform thinking to innovate at speed - Blog | Philips https://t.co/DlFRyl0xnn 

#COVID19 #digitalhealth¡­ https://t.co/kVZYOmVpPu","['COVID19', 'digitalhealth']","Twitter Web App","False"
"3037","TrekSeason","california","Dad, Businessman, and American.","2019-09-30 00:21:50",5221,5171,11084,"False","2020-07-31 18:01:22","After promoting the spread of #COVID19 , Nancy went on vacation. 
 https://t.co/YWabL1SENc","['COVID19']","Twitter for iPhone","False"
"3038","Michael Gendron","illinois","Dad, GR & Comms - Cdn Police Association, fmr Grit hill staffer, skip of dysfunctional curling team, bad golfer, foremost Canadian Orioles fan, median voter.","2009-07-21 14:21:10",2580,1628,11293,"False","2020-07-31 18:01:17","FYI - If you downloaded the Beta test of the GoC #COVID19 app, note that you have to uninstall that one and downloa¡­ https://t.co/iui5w5pWeL","['COVID19']","Twitter Web App","False"
"3039","Brittney Ka'Shara","arkansas","#Short #Cute #Sassy #Smart #Mommyof2girls","2014-09-13 22:04:02",70,290,178,"False","2020-07-31 18:01:09","State prisons are releasing offenders/criminals/felons due to COVID but, you¡¯re sending these children back to scho¡­ https://t.co/eCR0oqID1l","","Twitter for iPhone","False"
"3040","Benjamin Mason Meier","new york","Associate Professor of Global Health Policy at the University of North Carolina - Chapel Hill | Working at the intersection of #GlobalHealth & #HumanRights","2010-11-06 22:31:40",3766,1385,20907,"False","2020-07-31 18:00:54","Would we care about equitable access to a #COVID19 vaccine if it did not protect our own self-interest?
This is why¡­ https://t.co/XdsrK26Bdt","['COVID19']","Twitter Web App","False"
