user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Telangana Fights COVID,Telangana,Telangana Citizens Fighting COVID through positivity!,2020-07-06 07:26:43,639,79,246,False,2020-07-25 11:58:46,"Treat every single decision you take regarding where you go, what you do, who you meet, as LIFE and DEATH decisions… https://t.co/suazsjnUf2",,Twitter for Android,False
📢 Karen Murphy ☘️,"Montgomery County, Maryland","They whispered, you cannot withstand the storm. She whispered back, I AM the storm. Job seeker. Comms & digital strategy. #Healthcare #Climate #FightFor15 #BLM",2010-03-13 04:29:14,6749,5225,40046,False,2020-07-25 11:58:44,"@BenJealous @JustMeJanis #AmericasBiggestMistake will be fixed November 3rd.

Meanwhile, demand Congress act to sto… https://t.co/5JRxcpg0SG",['AmericasBiggestMistake'],Twitter for iPhone,False
Lam8888,,Retired Physicist,2020-04-07 23:53:46,45,1,0,False,2020-07-25 11:58:43,"Houston-7/25 4:47 Total 89871, up 1714 1wk-Avg= 1938. Harris up 1201 1wk-Avg= 1297.  #Houston #Covid19 #medtwitter… https://t.co/VhDiQFMnB8","['Houston', 'Covid19', 'medtwitter']",Twitter Web App,False
GrabEmBythePussy,,"Former Republican Against #Trump
If you support this Imbecile, Don't Follow me!
#VoteBlue 🌊🌊🌊 #VoteBiden
Mutual Follow back. @ProjectLincoln",2020-05-05 22:13:04,464,410,1982,False,2020-07-25 11:58:42,"Who's in for a #FBRParty ?

If you're a like minded Anti #Trump Tweeter, let's unite today and share ideas on how t… https://t.co/iKKJeyWWhR","['FBRParty', 'Trump']",Twitter for Android,False
Bee Middlemast-Neal #GTTO #FBPE #BLM #Antifa,"Leigh on Sea, Essex, England.","Happily married socialist, animal lover (two GSDs and owned by three cats), humanist, sweary, VERY irritated now. Locked account & I can't follow back? Blocked.",2018-11-27 06:05:29,3936,4129,16144,False,2020-07-25 11:58:42,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/KcJdI0Vc7w",['COVID19'],Twitter Web App,False
p.,,^ The most successful manager in Chelsea history. Never forget your roots. All views are my own.,2013-11-23 21:17:20,1015,741,13913,False,2020-07-25 11:58:38,New fashion accessory has arrived 😷 #COVID19 https://t.co/X7hy90KOOa,['COVID19'],Twitter for iPhone,False
😷#wearadamnmask,Florida Red Zone,Understand there’s such a thing as sarcasm before you at me,2020-02-14 19:15:53,37,1116,2779,False,2020-07-25 11:58:36,"Who could have predicted 2020’s top accessories in the US would include:
🌂Umbrellas
🚲 Bike helmets
🥽 Goggles 
😷 Fac… https://t.co/0md87ZF5AU",,Twitter for iPhone,False
Sheletta Brundidge,"Cottage Grove, MN","Founder of https://t.co/bl6k13vpUC, a podcasting platform with funny and inspiring shows to enjoy. #Autism mom, broadcaster, comedian and best selling author.",2012-10-05 16:17:07,3378,1665,50086,False,2020-07-25 11:58:36,I was going to Texas to visit my parents in the new @ThorMotorCoach I won from @CampingWorld but they told me not t… https://t.co/lp7FeoqfKa,,Twitter Web App,False
Emma Hudson,"Washington, USA",Big #Tech - Developer of #ChatBots - Lover of #Space photos!,2018-03-15 04:31:27,14441,11030,7763,False,2020-07-25 11:58:36,The @UniofOxford has been tracking the severity of #covid19 lockdowns and the results show that the response is not… https://t.co/LeGocrB1EJ,['covid19'],Twitter Web App,False
Gretchen Ho,"Manila, Philippines",Woman-In-Action. ⚡️One story. One action. One day at a time. 👣🇵🇭🌏 What’s your #Happinews? For Inquiries: Love 09178730495,2011-04-17 14:45:34,883366,1573,50714,True,2020-07-25 11:58:35,"All the good vibes I need to survive #COVID19. Keep on, Arellano family @DrewArellano @iyavillania 😍🤗💙 https://t.co/BeMc6pZY5x",['COVID19'],Twitter for Android,False
Frank Brehany,"Ireland, France, BHX & Wales ","Independent, Podcaster, Media & Broadcast Ambassador (Rate Card). Campaigner (@AMagdaleneRose etc). Justice, Equality, Europe, Politics, Music, Art, interest!",2009-04-08 18:32:03,2093,4978,5266,False,2020-07-25 11:58:34,#TravelTuesday *The #Politics of #Travel during #COVID19 is not exclusive to #UK. As #Germany is discovering from a… https://t.co/D3Yaa45Py1,"['TravelTuesday', 'Politics', 'Travel', 'COVID19', 'UK', 'Germany']",Twitter Web App,False
Anaïs,World citizen USA 🇺🇸 🇨🇦 ,#Resist #FBR Singer-songwriter. Remodeler/Designer #ImpeachTrumpAgain #NPVIC #BLM. OCD Alert. Mood:ALARMED‼️ #Frenchie Coco & Moshie 🐶No DMs!,2009-03-10 22:03:10,14088,15494,141674,False,2020-07-25 11:58:32,"Keep in mind that CDC says our numbers in US r actually 10x than reported due to lack of testing, weeks to get resu… https://t.co/pKfHJYdETG",,Twitter for iPhone,False
Enzofit,,"Fitness trainer who aspires to be the face of a reputable brand! it is all possible with hardwork❤

https://t.co/khBLpPratU",2013-02-07 11:48:07,381,687,1740,False,2020-07-25 11:58:32,"Can I please have the name of the track gents!? @KabzaDeSmall_  @DjMaphorisa 

#alreadyvideo #COVID19 #ihaveajoke… https://t.co/0AqVVhhxz5","['alreadyvideo', 'COVID19', 'ihaveajoke']",Twitter for Android,False
Life Didn't Begin At 40,"North East, England","Got my shit together, living my best life and m.e stole it.
#pwme #eds #fibro #gastroparesis & other stuff.
#labourvoter ambulatory wheelchair user.",2019-07-18 01:14:55,636,635,20471,False,2020-07-25 11:58:29,"Dept of health have taken down their link to Covid data. Replacing it with other public information. 

They are ste… https://t.co/upcF8nZiuh",,Twitter for Android,False
SPJ New England,"Massachusetts, USA","The New England Professional Chapter of @spj_tweets I Representing New Hampshire, Vermont, Maine, Massachusetts and Rhode Island https://t.co/vVJEhNUqrZ",2017-04-21 20:42:04,1132,1244,1018,False,2020-07-25 11:58:26,"Here is video from our ""#OpenGov During the #COVID19 Pandemic: Transparency Challenges in New England"" discussion f… https://t.co/Lsn3abFGJK","['OpenGov', 'COVID19']",Twitter Web App,False
George Bray,"Doncaster, Yorkshire, UK","100% human, friendly UK Northerner. Inked. Culture. Music. Gamer. Activist. Rockabilly/Psychobilly/Indie. Lives on tea. Ethical. Vegan.",2009-01-20 12:35:29,73225,21970,44292,False,2020-07-25 11:58:23,"UK demand for new #vegan food products soars in lockdown! https://t.co/LE1I3xoTC5
#COVIDー19 #coronavirus #corona… https://t.co/cCz3RVDfbt","['vegan', 'COVIDー19', 'coronavirus', 'corona']",Twitter for iPhone,False
morag grant,,,2013-01-13 09:38:28,226,115,20343,False,2020-07-25 11:58:22,@BBCWiltshire @JonAntoine @SueDaviesWilts @TheFantoines I missed hearing  @SueDaviesWilts chatting to the super tal… https://t.co/TSkiaBPkoc,,Twitter Web App,False
"One of the hated white, straight, males.",Texas,Saved by Grace; proud Texan; suffering fan of Dallas/FtW sports; amateur political commentator. I also torture myself with Camp Gladiator workouts.,2018-01-28 20:21:44,328,1490,2573,False,2020-07-25 11:58:17,@charliedougan74 If masks are so effective against #COVID19 then why are the positive tests numbers climbing?,['COVID19'],Twitter for iPhone,False
ImmigrationExperts,Delhi,"At http://t.co/IhBanNKJvg our mission is to provide professional migration advise & to assist the global community to Australia,Canada,world wide.",2013-04-02 10:51:49,553,624,511,False,2020-07-25 11:58:17,"🔴 New visa measures to support student visa during Covid-19

IMMIGRATION EXPERTS
📱 9999467686, 8448587890
☎️ 0120-6… https://t.co/9vfeECOLjB",,Twitter Web App,False
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,433,1,0,False,2020-07-25 11:58:14,"5,144 new cases and 58 new deaths in India 

[12:58 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False
The Pandemic Journal,,Journalists reporting what is going on with the novel coronavirus around the world,2020-06-21 16:05:44,20,57,8,False,2020-07-25 11:58:13,"🦠 #COVID19 Weekly Update (25/07/2020)

Global Confirmed Cases: 15.759.651
🇺🇸 4.113.224
🇧🇷 2.287.475
🇮🇳 1.337.024
🇷🇺… https://t.co/G6d7K85nNH",['COVID19'],Twitter for iPhone,False
David Spencer's Education Paragon 🇨🇦,"Ontario, Canada",ツ David Spencer: an educator & community building specialist Tweeting #MountainBiking #canoeing #EnviroEd #Indigenous #Music #outdoors #Leader of @EducatorTrips,2012-12-08 21:41:29,2383,3998,494,False,2020-07-25 11:58:12,"""Don't expect someone else to keep you safe."" “Treat the decisions about where you go, what you do and who you meet… https://t.co/l6ejui920f",,Twitter Web App,False
Covid19SL,Sri Lanka,"Live Update on Sri Lankas Covid Status
Made with Love -  https://t.co/wwQBdCvj4C
Data From - https://t.co/4UvBcU4vpM",2020-03-21 08:53:37,115,3,5,False,2020-07-25 11:58:11,"Total Cases - 2768
Active Cases - 654
New Cases - 4
In Hospitals - 84
Total Recoverd - 2103
Total Deaths - 11
Updat… https://t.co/AHQxmQRvJy",,twootlk,False
"Angela Chaudhari, MD","Chicago, IL","#MIGS surgery @NMGynecology @NorthwesternMed with a passion for #innovation and #equity in #womenshealth, #MedEd, #physicianwellness. Opinions are my own.",2018-10-19 20:48:44,541,369,1749,False,2020-07-25 11:58:10,"The mental health of our community is of concern with #COVID19. The impact of #socialdistancing, lack of inperson s… https://t.co/qzdMhrtk7D","['COVID19', 'socialdistancing']",Twitter for iPhone,False
Dr Rob Whitehurst,"Blue Mountains, New South Wales","Erstwhile astrophysicist now an investor, somewhat agricultural scientist, smallholder, baker, coder & dad",2014-07-30 03:11:25,107,24,521,False,2020-07-25 11:58:09,So surprise the Spanish Flu was not 100 times more deadly  than #COVID19. Perhaps around three times worse would be… https://t.co/pJtubsQtGB,['COVID19'],Twitter Web App,False
Dr Rob Whitehurst,"Blue Mountains, New South Wales","Erstwhile astrophysicist now an investor, somewhat agricultural scientist, smallholder, baker, coder & dad",2014-07-30 03:11:25,107,24,521,False,2020-07-25 11:58:08,So what can we conclude? The IFR of Spanish Flu depends on how many were infected; but if we assume an attack rate… https://t.co/dlmUzAS5YU,,Twitter Web App,False
Cine Peek,TamilNadu ,100% Exclusive Kollywood Cinema update 4 U ♥️ - Short Films -  Movie Promotion - Reviews & News ! @CinePeek 4U 📩 Contact:CinePeekNetwork@gmail.com ☎️9787079892,2015-11-29 07:31:36,14370,6,141,False,2020-07-25 11:58:07,"Actor #Vishal and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back

While #Vishal 's father tes… https://t.co/zFEbOONewH","['Vishal', 'Covid19', 'Vishal']",Twitter for Android,False
Dr Rob Whitehurst,"Blue Mountains, New South Wales","Erstwhile astrophysicist now an investor, somewhat agricultural scientist, smallholder, baker, coder & dad",2014-07-30 03:11:25,107,24,521,False,2020-07-25 11:58:05,Ioannidis et al (2020) https://t.co/46vqbtenR2 make the claim that the IFR from Spanish Flu was ~100 times worse th… https://t.co/NRHw6q4nPB,,Twitter Web App,False
Sanjay Rastogi,"Pimple Soudagar, Haveli","A proud Indian, mechanical engineer, 30+ years in automotive industry, foodie, love traveling, favorite pass time movie & music, enjoy playing Badminton!🤗",2013-09-29 05:27:37,43,125,2693,False,2020-07-25 11:58:05,"@TOIPune @CMOMaharashtra @OfficeofUT 
Even after looking at the status of #maharashtra after 4 months of lockdown,… https://t.co/4sAssA9gtN",['maharashtra'],Twitter for iPhone,False
Diana Taylor,London,"#PostTransTransgender Happy redhead Mac lover, haters beware, MFSB Love IS THE Message ❤️EU Remainer & not a fan of politics & republican(Not the American sort)",2009-07-10 00:37:24,1134,2677,2784,False,2020-07-25 11:58:05,"@asda &amp; @sainsburys assuming you'll be offering masks to  those that don't have them, but can't afford/are unable t… https://t.co/fe2bzoawms",,Twitter Web App,False
"J.-F. Claude, M.S.M.",Ottawa (Algonquin Territory),Leading Canadian Difference Maker for #MentalHealth. Workplace psychological health & safety advisor. Motivational speaker. Views my own; RTs/Likes≠endorsement.,2012-10-22 12:50:55,10304,1543,105258,False,2020-07-25 11:58:04,"The Mental Health Crisis is Spreading Faster Than Our Infrastructure Can Support - Government Executive
#COVID19 https://t.co/oq5xNgWAYf",['COVID19'],Twitter for iPhone,False
COVID-19: The Numbers,"Florida, USA",A robot that tweets the numbers behind COVID-19. Built by @al5ina5.,2020-07-21 08:53:29,14,87,3,False,2020-07-25 11:58:01,"#Coronavirus in #Nigeria: There is a total of 39,539 confirmed cases of #COVID19.","['Coronavirus', 'Nigeria', 'COVID19']",Sebastian's Twitter Bot,False
NAWCAD,"Patuxent River, MD",Welcome to the Naval Air Warfare Center Aircraft Division (NAWCAD) Twitter feed.,2017-01-16 17:04:40,721,2,38,False,2020-07-25 11:58:01,#NavalAviation is counting on YOU! #IAmNavalAviation #OneNavyTeam #NavySpeed #NavyReadiness #NavyInnovation… https://t.co/cjaOUt4svM,"['NavalAviation', 'IAmNavalAviation', 'OneNavyTeam', 'NavySpeed', 'NavyReadiness', 'NavyInnovation']",Sprout Social,False
Henshaws,Across the North of England,A charity supporting blind / visually impaired people & those with a range of other disabilities. Taking you #BeyondExpectations #Blind #Disability #SightLoss,2009-03-20 11:44:56,6323,1129,5085,False,2020-07-25 11:58:00,We’re looking for people to help us create videos to document how life as a #VisuallyImpaired person has been affec… https://t.co/lLYdOcVEU8,['VisuallyImpaired'],Buffer,False
Patient Safety Learning,"London, England",Working together towards safer healthcare,2017-08-03 14:49:56,3470,645,2491,False,2020-07-25 11:58:00,In our most recent #2MinuteTuesday video our Content and Engagement Manager @odonohue_steph talks about the patient… https://t.co/JoTitdAUGU,['2MinuteTuesday'],Buffer,False
chris ascough,,"Leeds/Manchester, proud dad, Cyprus Cyprus Cyprus 🇨🇾🇨🇾🇨🇾",2012-08-31 23:01:27,160,486,939,False,2020-07-25 11:57:52,So can u go in a shop now without a mask? #COVID19,['COVID19'],Twitter for iPhone,False
g_edward_mcauley,48 states,"Subtracting the rights of most men,
multiplies the evil of some men.
Dangerous Freedom. 
I'll die shooting back",2018-07-29 00:57:40,76,197,4700,False,2020-07-25 11:57:48,@LizzyLashMusic @ShelbyTalcott @DailyCaller If they're the same experts predicting #COVID19  deaths or… https://t.co/nHZzvbrPPR,['COVID19'],Twitter for Android,False
Timothy Utteridge,"London and Epsom, UK","Tropical botanist and taxonomist - observations on plants, SE Asia and the garden @Kew_Asia @KewScience https://t.co/7EQbWQ7OmD",2014-06-30 10:44:05,2245,1119,14795,False,2020-07-25 11:57:44,'We don't have enough beds': PNG hospitals brace for Covid-19 surge #COVID19 #PNG  https://t.co/v16caq8vKM,"['COVID19', 'PNG']",Twitter for iPhone,False
Louise Pascale,"Adelaide, Australia","Journalist, producer & media consultant. One half of @OutspokenWomen3. Opinions all mine.",2010-05-04 10:15:32,1577,1797,3487,True,2020-07-25 11:57:42,"Well one thing I learnt tonight. Crowd numbers at #AdelaideOval proves it’s not #covid19 keeping Crows supporters away.
#weareportadelaide","['AdelaideOval', 'covid19', 'weareportadelaide']",Twitter for iPhone,False
National Cyber Security,"Atlanta, GA","We are a leader in #news for #cybersecurity #hacker , #hacking, #techjobs, #NationalCyberSecurity Download our #app ""National Cyber Security 5.0""",2010-01-27 22:48:24,5425,161,8,False,2020-07-25 11:57:40,FBI warns of COVID-19 money mule scams – KVOA | #coronavirus | #scams | #covid19 https://t.co/HaLEGfwXYl,"['coronavirus', 'scams', 'covid19']",WordPress.com,False
Md Tousif,India ,,2019-12-17 07:23:06,834,28,388,False,2020-07-25 11:57:40,"Madhya Pradesh Chief Minister #ShivrajSinghChouhan Tests Positive For #COVID19 ,

When the Whole Nation was in… https://t.co/KeN69qbn7q","['ShivrajSinghChouhan', 'COVID19']",Twitter Web App,False
Bandislife2004,,,2009-01-14 00:08:01,1311,1650,226182,False,2020-07-25 11:57:31,"7-24-20 #Covid19  🚨🚨🚨🚨
      73,665 CASES IN 1 DAY
☠️.   1241   DEAD DEAD DEAD ☠️
 #TrumpVirus #TrumpKillsUs… https://t.co/3cLzKOlmx4","['Covid19', 'TrumpVirus', 'TrumpKillsUs']",Twitter for Android,False
Rollen Quail Farm,Florida,"Rollen Quail Farm - Your online source for quality fresh coturnix quail hatching eggs. Pharaoh quail,  jumbo coturnix quail, brown coturnix quail, Germ",2020-02-15 06:07:43,2,5,3,False,2020-07-25 11:57:29,"Rollen Quail Farm, for the best in quality, always fresh jumbo brown coturnix #Quaileggs for hatching. Shipped to y… https://t.co/JyuznmxQ8f",['Quaileggs'],Twitter for Android,False
"J.-F. Claude, M.S.M.",Ottawa (Algonquin Territory),Leading Canadian Difference Maker for #MentalHealth. Workplace psychological health & safety advisor. Motivational speaker. Views my own; RTs/Likes≠endorsement.,2012-10-22 12:50:55,10304,1543,105258,False,2020-07-25 11:57:28,"Prioritizing Mental Health When Returning To Work | https://t.co/M6qg5mHGUG
#COVID19 https://t.co/QDAtGUyIA5",['COVID19'],Twitter for iPhone,False
ChloëBelle,,"2A Supporter, Mom & Wife. if you don’t like me, byeeeee. Habitual curser, outspoken, and no fucks given. #IFBAP",2019-08-20 13:10:23,1190,1426,5482,False,2020-07-25 11:57:20,#covid19 should be renamed to “the common core virus” because none of this math is adding up.,['covid19'],Twitter for iPhone,False
Kain Schwartz 🇺🇲🇵🇷🇩🇪🇮🇱🏳️‍🌈,"San Juan, USA","Life, Liberty, and the Pursuit of Coffee.",2011-05-03 16:16:17,67,329,1754,False,2020-07-25 11:57:19,@ArtValley818 How come you ain't ever see packs of young White men and women doing this nonsense??? In all my life… https://t.co/xbijO6qQlW,,Twitter for Android,False
oyecomovapart2,,"#justicia #4645 #🏴 👂Hasta que la justicia se siente entre nosotros #simple
participacion ciudadana verdadera 🌍🌎🌏🌐",2020-01-08 10:20:35,52,203,128,False,2020-07-25 11:57:16,"#BREAKING #PuertoRico 🇵🇷#COVID19 out of control, 500- 600 daily cases with a 3M population is #carribbean… https://t.co/0Yilb9D5Ew","['BREAKING', 'PuertoRico', 'COVID19', 'carribbean']",Twitter for Android,False
Reason D,,"Voice of Reason  Common Sense-ist
Golden rule. Hero MLK. less me-centric mindset. Ask not what country can do for u but what you u do for country #Gratitude",2020-07-07 00:47:37,12,107,782,False,2020-07-25 11:57:12,"Help for diabetics
#diabetes 
#healthcare 
#COVID19 https://t.co/YEEUCCWWR1","['diabetes', 'healthcare', 'COVID19']",Twitter Web App,False
Veronica,,"#ERA #Resist #EnoughIsEnough Civil Rights and Protections for All!  
Facts not Russian TV Propaganda or Trump Lies",2020-01-29 15:49:00,1788,2200,21272,False,2020-07-25 11:57:12,"@jddbgsi @JamesGibson1138 @toddeherman @MayorJenny The size of the protest tripled. Everything trump does fails!

I… https://t.co/XP36a4haBN",,Twitter for Android,False
𝕡𝕒𝕦,,❣ MCGI ❣,2017-09-25 10:31:21,445,423,3168,False,2020-07-25 11:57:02,"THE MOST NEGATIVE WORD NOW IS POSITIVE.
#covid19",['covid19'],Twitter for Android,False
Ek Desh | Fight Against Corona,,"#EkDesh ki ek Jung ka Hissa Bane,
Aao Corona se Milkar Ladein India!",2020-04-08 07:15:28,201,33,341,False,2020-07-25 11:57:01,"If you get any symptoms of #COVID19 like sore throat, fever or others, isolate yourself from everyone to avoid spre… https://t.co/mv1KKo4Q4V",['COVID19'],Twitter Web App,False
NATHANOS,"iowa city, iowa","Smashism, Social Justice Worrier, Knight of the Lepus, Elderly Hardcore Kid, Hail Santa, Single-Issue Tweeter, Anthropocenester, Quarantine Idle",2010-03-03 15:38:12,232,584,19495,False,2020-07-25 11:57:01,"144,000+ dead in the US from #COVID19 and not slowing down.  Thanks @GOP",['COVID19'],Twitter for iPhone,False
COVID 19 India Updates,,"Following COVID 19 Closely, only confirmed updates",2020-04-15 05:32:18,1029,42,9,False,2020-07-25 11:56:59,"#Maharashtra POLICE #COVID19 Update 

#FrontlineHeroes 

▶️Total positive: 8232
▶️Total discharges: 6314
▶️Total de… https://t.co/mmIUUW30Er","['Maharashtra', 'COVID19', 'FrontlineHeroes']",Twitter for Android,False
rose lane,,,2009-02-27 02:09:30,472,623,33783,False,2020-07-25 11:56:58,Cat caught eating resident's food in aged care home in Victoria https://t.co/gPQ69L0Jv4 via @MailOnline St Basil's… https://t.co/EKsk8JLJR1,,Twitter Web App,False
Ichata movieUpdates Ivabadunu,"Hyderabad, India","Here you will get all the movie Updates
Follow support and share 😉",2020-02-01 09:42:58,57,0,126,False,2020-07-25 11:56:58,"Actor @VishalKOfficial And His Father Mr.G.K.Reddy Tested positive For #Covid19 15/20 Days Back..

While #Vishal 's… https://t.co/h19VUiZ97B","['Covid19', 'Vishal']",Twitter for Android,False
My Vadodara,Vadodara,Vadodara - My city. #Vadodara - Sanskarinagri. #Gujarat #Support #Politics #india,2010-03-27 07:41:39,16646,256,6356,False,2020-07-25 11:56:54,"VMC Bans on idol immersion of Dashama in any ponds or lake in City limits due to Coronavirus situation, issues circ… https://t.co/7oA6w34KIw",,Twitter Web App,False
Sheletta Brundidge,"Cottage Grove, MN","Founder of https://t.co/bl6k13vpUC, a podcasting platform with funny and inspiring shows to enjoy. #Autism mom, broadcaster, comedian and best selling author.",2012-10-05 16:17:07,3378,1665,50086,False,2020-07-25 11:56:54,@thervatlas I was going to Houston to visit my parents in the new @ThorMotorCoach I won from @CampingWorld but they… https://t.co/l5GENslTQb,,Twitter Web App,False
Pankaj Arora 🇮🇳,Moon,"Student of the stock market

#stockmarket #investing #nifty #sensex #Equity #Debt #personalsavings #taxation",2017-12-03 12:04:22,2689,154,2305,False,2020-07-25 11:56:50,"Sometimes ,,
    
You Have to DisConnect
     !! To Re-Connect !!

@dmuthuk @SandeepKrJainTS

#COVID19 https://t.co/KyXn714nhH",['COVID19'],Twitter for Android,False
Tim Coghlan,,"Waratahs | QPR | Sydney FC | Bulldogs | Wallabies | Socceroos | Matildas | Swans | Red Sox | 
All my views are rubbish so no need to attribute them to anyone",2013-10-06 15:23:47,75,289,6601,False,2020-07-25 11:56:48,"So happy #MLB baseball is back, but this 60 game season is causing major fantasy league anxiety. 😩

Changing your r… https://t.co/JZp2t9L7VX",['MLB'],Twitter for Android,False
Bihar_se_hai,"Bihar, India","Best state portal | Cityguide | Tourism promotions | Business Directory | Digital magazine |
First hybrid portal of Bihar ✨
     जय भारत। जय बिहार । 🇮🇳🇮🇳",2017-05-10 17:26:20,3546,53,2657,False,2020-07-25 11:56:39,"2803 Covid19 cases today in Bihar , highest in a day , total no of cases now 36,314.
#Bihar #COVID19","['Bihar', 'COVID19']",Twitter for Android,False
Herald Nigeria,,"Your source for breaking Nigerian News, World News and many more...
#StayUpdated",2018-01-13 10:30:25,111,0,3,False,2020-07-25 11:56:37,"#COVID19: Nigeria will live with pandemic for one year, says #NCDC DG https://t.co/mEftY2u5hV","['COVID19', 'NCDC']",Twitter Web App,False
🎉 2020 is here! Rejoice 👌🏾😀,"England, UK",The New Way  🤔😮😆😃    ....  ReTweets imply a marriage proposal is on its way very soon  😇,2012-07-10 09:49:15,291,325,191,False,2020-07-25 11:56:33,"When *TEST, track and trace* starts badly....

            #Coronavirus #Covid19 #bbcAQ https://t.co/GEBRwGZhbr","['Coronavirus', 'Covid19', 'bbcAQ']",Twitter Web App,False
Peter Muyombano🇷🇼,"Kigali, Rwanda",Media & Communications | Journalist of the Year 2017 |  Labor improbus omnia vincit!,2013-02-19 10:18:33,6144,729,3540,False,2020-07-25 11:56:32,Community Health Workers enlisted to fight #COVID19 https://t.co/VXXv0FsKHW,['COVID19'],Twitter for Android,False
TNCoronaUpdates,"Chennai, India","Data Analyzer |  Stay Connected For All Official News Regarding TNCoronaVirus #CoronaVirus / #COVID19 #TNCoronaUpdates
#TNCorona #CoronaVirusIndia #COVID19India",2018-04-09 16:00:11,6601,24,22269,False,2020-07-25 11:56:30,"#COVID19 situation of South Indian states at a glance: On July 24
1. Testing Statistics: 
A. #TamilNadu &amp;… https://t.co/ngBLRybiyF","['COVID19', 'TamilNadu']",Twitter for Android,False
🏳️‍🌈Heath Walker🏳️‍🌈,"Larose, LA",Single 🏳️‍🌈GAY🏳️‍🌈 Indy Lib #HowieHawkins2020 #MedicareForAll  #RankedChoiceVoting #GreenNewDeal #OpenPrimaries #JusticeDems,2012-07-27 13:54:06,594,1012,37279,False,2020-07-25 11:56:25,@PaulaMoats @BrianAngelle @TannerDMagee @LAGOP Serious? Or just guessing? I havent seen anything on that yet.… https://t.co/ZwAiSNFz4f,,Twitter for Android,False
COVID 19 India Updates,,"Following COVID 19 Closely, only confirmed updates",2020-04-15 05:32:18,1029,42,9,False,2020-07-25 11:56:22,"#Himachalpradesh MID-DAY BULLETIN | 25 July

➡️38 new cases,1 recovery &amp; 1 death reported today till 9pm.

▶️The to… https://t.co/ypfdrba1kM",['Himachalpradesh'],Twitter for Android,False
Sourav Raina,"Gurgaon, India",Management Consultant | Strategy & Innovation | Entrepreneurship | Mental Health | IIM Calcutta & IE Business School Alumnus,2010-11-01 04:30:20,352,585,1631,False,2020-07-25 11:56:22,India’s poultry industry has lost 13 billion rupees ($182 million) in three weeks after speculation on social media… https://t.co/rsGsEVApWs,,Twitter Web App,False
Kim Marino,"Port Orchard, WA",,2019-04-04 15:52:30,2,38,392,False,2020-07-25 11:56:21,@realDonaldTrump Here’s a rude awakening Mr. Racist: nobody wants to come here. We are contagious. COVID19. Why don… https://t.co/9QRt4mJqoT,,Twitter for iPhone,False
The Arsenal,,"AFC Season Ticket holder, passionate about all things Arsenal",2019-10-14 09:53:01,101,180,200,False,2020-07-25 11:56:20,"Universal Silicone Keyboard Covers
Crucial for an office environment to help prevent the spread of #COVID19… https://t.co/PY7u5UX38C",['COVID19'],Twitter for iPhone,False
Krista Sifton 🇨🇦🇯🇵,Yokohama-shi Hodogaya,"Islander, PYP1 teacher, learning resource teacher, literacy lead, ELL coordinator, inclusive education advocate, and mom to 3 amazing children",2016-12-28 04:22:03,94,204,1642,False,2020-07-25 11:56:17,Amazing read! “A child’s brain needs more than words and lessons and organized activities: it needs love and friend… https://t.co/Q3NjNPepyE,,Twitter for iPhone,False
Lara Parpan,"Beijing, People's Republic of China",Growing old in reverse. And loving it! 🕺🏽🙌🏾 🏖 Proud Filipino 🇵🇭 Beijing-based 🇨🇳,2009-05-20 11:04:10,1534,664,6483,False,2020-07-25 11:56:13,"While politics gets in the way of the pandemic, it’s heartening to see the world’s top scientists stand up for each… https://t.co/nGybepgRI4",,Twitter for iPhone,False
Shashank kumar Duggal,Zirakpur,President BJP Zirakpur,2018-08-02 16:26:41,481,384,137,False,2020-07-25 11:56:12,Hon'ble CM of Madhya Pradesh Shri Shivraj Singh Chouhan Ji tested #COVID19 positive. Praying for his speedy recovery.,['COVID19'],Twitter for iPhone,False
DominiqueNotWilkins,"Las Vegas, NV",Class of 2015 Bowling Green State University #BGAlum  #TEAMPISCES IG: thegdoa,2011-05-11 23:37:36,248,79,2373,False,2020-07-25 11:56:11,Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/aqJahLcmPi via @Change,"['moneyforthepeople', 'covid19']",Twitter for Android,False
moneycontrol,Mumbai,"Moneycontrol is India’s No. 1 financial portal. Tune in for breaking news, in-depth analyses, best investment tools. Get #MCPro for exclusive content & benefits",2009-08-26 07:55:29,886063,285,980,True,2020-07-25 11:56:10,In Pics 📸 | Faces of frontline workers around the world in fight against #Coronavirus: A big applause 👏👏:… https://t.co/056Jm95mOW,['Coronavirus'],Twitter Web App,False
