,senti,text,X,
200,0,OPINION @GrogsGamut Variability of expectations &amp; sentiments around #covid19 #pandemic &amp; what the future holds? Sur＃ https://t.co/HUO6ol5zpm,2002,
201,0,"""What Isn't There"" - by Anna Von Reitz - https://t.co/0PqLmfYWrn Health Canada, Freedom of Information Act, respond＃ https://t.co/mRQo8hZyKV",2009,
202,0,"I want to help my students succeed, so I've created a project through @DonorsChoose
Donations of any size will help＃ https://t.co/CivotrUygU",2013,
203,0,"Many of you have asked about #COVID19 testing in #Oregon. On Wednesday, July 29, you can have your questions answer＃ https://t.co/ZvuJIPUj7J",2019,
204,0,FREE with registration #COVID19 #testing Know your status and help map this disease! Let＊s get our lives back! Than＃ https://t.co/ZVmH0l24mp,2020,
205,0,Have a question about #COVID19? Send it in! We'll try to get to the bottom of it as part of NEWS 1130 Gets Answers!＃ https://t.co/oloAis4clM,2032,
206,0,"schools, businesses, and public places. Human survival is the primary global concern. The predictable outcomes are＃ https://t.co/uJ9C1kjTvY",2047,
207,0,People who think Biden will save 2020 in November really make me question humanity . #staysgoingtojail #COVID19,2054,
208,0,via @NYTimes After reading that at least one of its high school students apparently believes that only liberals cou＃ https://t.co/MDQuC5sMfV,2068,
209,0,Anyone who lost a loved one to #COVID19 and doesn＊t vote for our @realDonaldTrump who was first to suggest＃ https://t.co/W5lumnkyqu,2069,
210,0,"@realDonaldTrump posted on twitter by the american medical association

https://t.co/8KCzwpQqip

A study in South K＃ https://t.co/lo3TcpHn7z",2079,
211,0,CDMX 2020 #COVID19 #dengue and now... actual #VolcanoMonday <U+0001F62D> https://t.co/OHb9qAh8FF,2084,
212,0,Well we pray for his safe recovery as the U.S. #Baltimore  world<U+0001F30D><U+0001F310> waits for politicians to roll the dice and bet o＃ https://t.co/YNhuzx4HiU,2089,
213,0,"Don't come to me for help ridding the world of this virus, I'm still looking for an epicure!! #Corona #COVID19",2094,
214,0,"Not wrong. Same shit with #COVID19... redcoat security over dangerous freedom. 

As for the Garret incident. It loo＃ https://t.co/uAXFFPS5dA",2098,
215,0,"@NormOrnstein @SykesCharlie ""So we＊re failing dismally on both the epidemiological and the #economic fronts. But wh＃ https://t.co/oXBTcxBba5",2110,
216,0,*meanwhile in odd yet true media coverage of social media influences in #COVID19 responce news https://t.co/CYKfsrinH6,2114,
217,0,#WeReopenSchoolsWhen teachers aren＊t having nightmares about students dying and massive fires closing in on them.＃ https://t.co/MV2i3VWBGS,2116,
218,0,"Not all heros wear capes. #COVID #COVID19 #coronavirus 
https://t.co/7vYXTplgve",2122,
219,0,I dreeeaaaaad the numbers three weeks after the @UArkansas opens. #COVID19 https://t.co/cNUw7Nlzn3,2144,
220,0,I'm shocked... a Texas representative who doesn't wear a mask has gotten #COVID19!?! Science is bigger than Louie G＃ https://t.co/RPyMKdtaVf,2150,
221,0,The first #COVID19 vaccine tested in the U.S. revved up people＊s immune systems just the way scientists had hoped.＃ https://t.co/HHagWnkgm4,2153,
222,0,@CMAdocs kicks off first of more than 3 dozen #PPErelief events at Rose Bowl in Pasadena @LAMedicalAssn @ErinLHenke＃ https://t.co/6pQFQggbtN,2168,
223,0,Roche declares a PhIII failure for Covid-19 as the IL-6 repurposing theory bites the dust | @Roche @Regeneron＃ https://t.co/VXgG81yhUi,2174,
224,0,The latest e2Wired! https://t.co/7CdjRisJ2g #covid19,2187,
225,0,"#CHPRC #COVID19HIVLA By end of 2019, Blacks and Latinos respectively made up 20% and 65% of people with #HIV in LA＃ https://t.co/EEEiU2wTvp",2194,
226,0,"Offering safe, reliable &amp; affordable @MBTA service is fundamental for an equitable #COVID19 recovery. At today＊s＃ https://t.co/RSgKxDPCBV",2214,
227,0,"With #COVID19 cases at an all-time high, FDACS is helping hold accountable bad actors who fail to follow public hea＃ https://t.co/zZIDwdm7JD",2229,
228,0,"As #COVID19 rages on, here are great tips related to sexual health 〞 https://t.co/wip9iuah97 @NCSH_",2243,
229,0,"This is why we can't have nice things.
#COVIDIOTS 
#COVID19 
https://t.co/M7UvDrqxYu",2248,
230,0,"During social distancing and #COVID19, you may be looking for new ways to entertain and play with your little one.＃ https://t.co/77Ey9uLZ7l",2265,
231,0,"Is @Canada taking US refugees yet? 

...asking for a friend.

#COVID19
#BlackLivesMatter 
#TRE45ON＃ https://t.co/4zhb8Doax5",2268,
232,0,Trump is definitely hiring these doctors to be his new #COVID19 task force. #TrumpPressConference #TrumpVirus＃ https://t.co/10S2PjONzQ,2282,
233,0,"Pre-covid and there was a ＆Hickenlooper/Hancock Homeless Camp＊ right in downtown outside the Capitol.
Maybe, just m＃ https://t.co/ezTHucxI3R",2286,
234,0,"Mon: Pence meets w/ UM scientists; $HTBX &amp; $MRNA partnered w/ UM

Wed: announce that in vivo trials have proven the＃ https://t.co/hbYRI4Km4a",2298,
235,0,"What went on yesterday is misleading. No $KODK loan yet in hand.

There's a due diligence process that must happen＃ https://t.co/flP9OcTQay",2310,
236,0,Are your kids struggling with slow internet speeds? Here are four ways to overcome low bandwidth so students can ke＃ https://t.co/qIpRlg4qMl,2319,
237,0,"Join us, @ICRicardoLara, @CABlackCaucus and @SBAgov today at 5pm for a tele-townhall about insurance issues and res＃ https://t.co/rM9mGsLE7U",2339,
238,0,"@RepJerryNadler @electricboyo @replouiegohmert Moving forward, please remove anyone who refuses to wear a mask from＃ https://t.co/cAlJt4MDEa",2344,
239,0,"Do air purifiers really work against #COVID19?

New research suggests yes. Read this quick guide to learn about typ＃ https://t.co/tQIA7P2L9I",2345,
240,0,"We need a package that invests in behavioral health &amp; substance use treatment as #COVID19 has increased stress, anx＃ https://t.co/ggiuHDeVKQ",2351,
241,0,Covid-19 Prompted Purdue to Shut Its M.B.A. Program. More Closures Are Expected  #Certificates will be better for m＃ https://t.co/CSJKJEYOuN,2356,
242,0,Tell the U.S. Senate to pass critical protections for nurses.  #ProtectNurses during #COVID19. Sign @NationalNurses＃ https://t.co/FMHTYtpNxw,2363,
243,0,"@GarrettHaake @SpeakerPelosi @replouiegohmert @SpeakerPelosi girl you nice!! I＊ll say what you really mean!

Gohmer＃ https://t.co/pMFLzdeBFT",2371,
244,0,"""150k+ Americans DEAD!"" #COVID19 #TrumpVirus #TrumpIsKillingUs",2391,
245,0,@kimmybeaa @amoobrasil @ReporterPhoenix @CynthiaCoy8 @DorisAAtkinson @SeeAllEvil @john_godish @pomsmama @ph00ligan＃ https://t.co/PImdfUrhCO,2394,
246,0,"Carl Seth Romer, 1st Place Student winner in our last data challenge, details his thoughts on #datavisualization. R＃ https://t.co/WTkC7VAnTk",2398,
247,0,"South Jersey's #retail market in the first half of the year had a minor increase in #vacancy, however, the full imp＃ https://t.co/3OLdfdo442",2400,
248,0,"COVID-19 Update: July 30

- Positive Cases: 102,871 (+2,049)
- Hospitalizations: 4,572 (+90)
- Fatalities: 1,033 (+＃ https://t.co/xi2gtTdo7v",2415,
249,0,"@marc_lotter @Mike_Pence @realDonaldTrump People keep asking what＊s wrong with these people? 

Well they＊re just＃ https://t.co/Z5mBib1YBH",2422,
250,0,A month ago I posted that with more studies showing the ineffectiveness of HCQ we would hopefully not hear about it＃ https://t.co/3z9UadmM7m,2426,
251,0,@MollyJongFast lemming suicide - human lemmings jumping off the cliffs of viral disease instead of rocky cliffs in the arctic. #COVID19,2428,
252,0,"Today, Medicaid turns 55! From testing to intensive care, Medicaid helps millions threatened by #COVID19. By choosi＃ https://t.co/5Lrt2e0qmz",2433,
253,0,#MAGA folks if you can't see how played you are getting by the @GOP then by all means drink the bleach! They have u＃ https://t.co/fJ8s7WKS6c,2437,
254,0,"Really, doctor, a COVID cure in a pill? Not. #COVIDscams #COVID19  
https://t.co/rKLVSRvswO",2455,
255,0,Curious how many #COVID19 patients has #Fauci treated? https://t.co/VOVEe3vQJx,2462,
256,0,@EdanClay or #Trumpenf邦hrer's latest #COVID19 cure-all?,2473,
257,0,Double edged sword.  Hopefully they support the business.  If they are your typical lemmings with #masks they might＃ https://t.co/eKIQOStDAe,2489,
258,0,"@GovHerbert The ill-advised purchase of hydroxychloroquine, the no-bid contract for a non-working and ultimately sc＃ https://t.co/TkT7aqD5Xc",2491,
259,0,"Even w/the #COVID19 outbreak @ his #NCDOI office over the last 5 wks, TODAY (July 30) #MasklessMike Causey rides ag＃ https://t.co/WyKGSdNHQb",2501,
260,0,"@aravosis @CoralReef84 Rand Paul likes idea of sucking on Covid19 baby makers!!!

Is Rand Paul Auditioning As Covid＃ https://t.co/y5qxdOJ61x",2508,
261,0,"#Scamdemic 
Percentage of people not infected by the #CCPvirus FL 97.85% DUVAL 97.82%; Percentage of people who rec＃ https://t.co/XNNDtxVNQf",2520,
262,0,"CCP Virus Rates DUVAL and FL
Percentage of people not infected by the #CCPvirus FL 97.85% DUVAL 97.82%; Percentage＃ https://t.co/zxO8exqb3G",2531,
263,0,"Reopening Schools After COVID 19: Challenges, politics, concerns, oh my! 

#schools #covid19 #newyorktimes＃ https://t.co/HD54g7zjmi",2533,
264,0,"@RichardGrenell @yashar It＊s ※reciprocal§ only because we have the most cases of any country in the entire world, a＃ https://t.co/WOGM4XKb5H",2569,
265,0,How to keep away from the Corona Virus...#coronavirus @realDonaldTrump #COVID19 #KAG2020 #maga #Trump2020 @Walmart＃ https://t.co/HACvAAJdo9,2570,
266,0,Employers considering mandatory or opt-in #COVID19 testing as part of a safe workplace strategy may be tempted to r＃ https://t.co/yMYM8FfPUm,2581,
267,0,View from my #airbnb Nov 19 2019 #birthday in #beirut Was going back March 2020 but... #covid19 Between what is hap＃ https://t.co/BliSj8eiQH,2587,
268,0,Just out - op Ed I co authored with Francisco Ortega on President Bolsonaro＊s devastating treatment by of Brazil＊s＃ https://t.co/k9OQteAZ69,2607,
269,0,"Are you a pro-life Trump voter supporting school reopenings? If so, then you consider a child's life to be expendab＃ https://t.co/E271X7k06W",2619,
270,0,It's pure stupidity to not enforce the mandate. Care about public safety. #MaskUpWisconsin #COVID19 https://t.co/L1lrOPZEw5,2628,
271,0,On to Pocahontas County where I met w/ leaders at @JackLinks to hear how they've been impacted by #COVID19. I＊m con＃ https://t.co/mdEFzFGKTJ,2629,
272,0,"@CACorrections says they＊re stopping the spread of #COVID19, but incarcerated people are being ※quarantined§ collec＃ https://t.co/00FNGrUz8P",2632,
273,0,Need to get back into your workout routine? Don't let #COVID19 stop you! Support a GREAT cause &amp; look/feel awesome＃ https://t.co/3wAD1QbfXX,2656,
274,0,How will #COVID19 affect the demand for #Multifamily housing in the next few years? See what our survey panelists h＃ https://t.co/z5WqqQSXML,2673,
275,0,"FACT:
#Trump saved countless lives #covidhearing #COVID19 
#DrFauci #Fauci #faucihearing https://t.co/ygxDixnFU0",2677,
276,0,"@ruthmkb I keep hearing about the #COVID19 app, but where does one download it? #cdnpoli",2681,
277,0,Driving Without Headlights in the COVID-19 Pandemic https://t.co/CHm3v446G3 #COVID19 #WearAMask https://t.co/w3i6SGcTwG,2682,
278,0,"Despite obstacles from #COVID19, Bishop Mansong＊loo in partnership with CRS continues #peacebuilding in the DRC by＃ https://t.co/TmHetUiAmP",2694,
279,0,Due to #COVID19 aka #Coronavirus Ill be sending the first 40 people to LIKE &amp; RETWEET this $500-$3000  through Cash＃ https://t.co/ZVNDYYJIfe,2699,
280,0,"#COVID19 or not, retirement is a major life change that requires many to adopt a new mindset. Here are some tips to＃ https://t.co/WHSXg09wiv",2703,
281,0,"No clear increase in #COVID19 cases, hospitalizations, or deaths after the April 7 election in Milwaukee, suggestin＃ https://t.co/VOdFqgFUXx",2724,
282,0,"Covid round 2 is actually just staph infections in your respiratory system. Look into it! 

Staph bacterial infecti＃ https://t.co/b3JSYjF0WE",2738,
283,0,"@CNNnewsroom @brikeilarcnn @NBA @OutFrontCNN @NIH @CDCgov @CNNSitRoom @chrislhayes What
Dr Fauci, @HHSGov＃ https://t.co/ljzA0zZd38",2740,
284,0,"@AsteadWesley Corruption and incompetence, a lethal combination. When all this is over, someone should write a book＃ https://t.co/iaw7zO4bZf",2777,
285,0,"A new study of 2,519 Americans indicates that those who embrace #Christian nationalist ideology are more likely to＃ https://t.co/s9Opk9paQZ",2779,
286,0,"Thanks to @SenatorCardin for calling together a range of service providers, advocates &amp; developers this morning for＃ https://t.co/b8Tyi95PAv",2790,
287,0,"Being suppressed by the Twatter guard

#blm #biden2020 #covid19 #epsteinfiles https://t.co/Yd4mGonOQV",2791,
288,0,"This morning's usual #trailrun qualified for the 10K #RunToTheFuture virtual run. 

#diditfortheshirt #trailsx＃ https://t.co/KQsimrdScr",2795,
289,0,@Fla_Pol @GovRonDeSantis @JasonDelgadoFL 9956 Floridians were diagnosed with #covid19 yesterday and @RonDeSantisFL＃ https://t.co/ea7XqWyTIw,2805,
290,0,"@Reneeminarizona Renee, is Gov. Ducey #duceyfailedarizona in any way related to that moron on 'Fox &amp; Friends'? If s＃ https://t.co/yBrodR79Rg",2891,
291,0,"Lock downs, quarantines, social distancing, travel restrictions until well into 2021. Get used to it. #COVID19",2893,
292,0,So the school district my sisters kid's are in you have to sign death wavers saying if you're kid dies the school i＃ https://t.co/LJgFtT4kkg,2901,
293,0,Let me make this clear: If you are not feeling well or have #COVID19 symptoms after being around a group of people.＃ https://t.co/2uKFOHG58Z,2903,
294,0,"Banning #TikTok will cure the #coronavirus .
.
Am I understanding this correctly? 
.
#america #COVID19 #COVID＃ https://t.co/oonNd3rFEY",2906,
295,0,@ddoniolvalcroze Going on my list of places to go when the world recovers from #COVID19. https://t.co/qcFvAxJ86y,2925,
296,0,Predatory lenders disproportionately target Black and Latino people for loans of 100% APR and more through＃ https://t.co/8PdcmW6dP6,2929,
297,0,"TONIGHT at 7 on #TheRoadToNovember, @russfox5 talks with #FulCo #DA @PaulHowardDA and takes a look at the＃ https://t.co/bUQLjKzQYq",2931,
298,0,"When all else fails, blame Jared Kushner

To re-direct focus from the blue states #COVID19 response disasters, un-n＃ https://t.co/26jJaepTNP",2940,
299,0,"Although growth in Yuma has slowed considerably, the zip code 85364 is the first in #Arizona to post more than 4k t＃ https://t.co/PanPdUviRF",2969,
300,0,"#Corona #COVID19 #BackTheBlue #Trump2020Landslide #Trump2020LandslideVictory 

This is what makes this man great. A＃ https://t.co/06O3EMWZd8",2980,
301,0,Just an FYI there were this many cases and deaths as they were opening pubs but no one seamed to care or was it the＃ https://t.co/e644rrHRx6,2993,
302,0,"#COVID19 testing centre for tourism, hospitality workers to be set up in #NiagaraFalls https://t.co/m0M5hm5ucD via @NiaFallsReview",3008,
303,0,"U.S. Senators make approx $3,346 a WEEK, plus lavish benefits. They don't work fulltime. Just sayin'
 #coronavirus＃ https://t.co/r8F1bLeVby",3017,
304,0,"#jimjordanresign #COVID19
#GOPComplicitTraitors. Dr. Fauci and Jim Jordan get in heated exchange over protests

https://t.co/bMciguN9fu",3030,
305,0,"UGH<U+0001F926><U+0001F3FB><U+200D>﹦<U+FE0F> So disappointed with @HHSGov &amp; can＊t wait until this shit show of an administration is gone<U+0001F44B><U+0001F3FD>
#COVID19＃ https://t.co/irP9SS8Rbe",3046,
306,0,"How event industry freelancers have fared during #COVID19 &amp; how they're adapting to create a ""new normal"" -- from＃ https://t.co/BZ9YI4ktT3",3050,
307,0,Free #COVID19 testing: We have partnered w @ASUBiodesign to offer free diagnostic saliva tests tomorrow morning at＃ https://t.co/B2AmAWyLB5,3054,
308,0,"And here we go... #COVID19 is everywhere. Kids are NOT immune, like the orange moron claims. Send your kids back to＃ https://t.co/xFLOyrc6Ky",3068,
309,0,Will this go away? #COVID19  https://t.co/unoYghts9b,3087,
310,0,My workout habits since the arrival of Covid/lockdown have made it abundantly clear to me why some people get rippe＃ https://t.co/0HMNelaz7Q,3120,
311,0,"Really? 
※The study...did not consider the effects of reopening schools on staff and communities where colleges are＃ https://t.co/H6OwzsMMTW",3133,
312,0,"Do #masks work to stop the spread of #COVID19  #coronavirus or don't they? If they work, then why are we shutting d＃ https://t.co/q6tnaBaYUZ",3141,
313,0,1. I conclude @POTUS @RealDonaldTrump's Kremlin co-conspirators believed they could hack the vote in key states and＃ https://t.co/IEcq8hWGwE,3196,
314,0,"shocking.

this is what @realDonaldTrump for putting wonder kid @jaredkushner in charge, are these the ones he got＃ https://t.co/d1BT5Y3bc0",3203,
315,0,SOS @Jenagriswold: I＊m joining a group of my colleagues from across the nation to request election funding be a par＃ https://t.co/tqwTfXNuEo,3204,
316,0,"State is pushing out PPE for people in construction sites and meatpacking industries, which employ many migrant wor＃ https://t.co/aiFTG8oqNk",3205,
317,0,"Here's my friend @anilananth with a moving essay on the dreadful, solitary deaths of many with #COVID19
https://t.co/VrGapMHf2x",3206,
318,0,"From today＊s webinar: Ray Lozano @rslozano003, Executive Director for Student and Family Empowerment, @ELPASO_ISD:＃ https://t.co/xwPWc9Ifgt",3224,
319,0,Could the November election legally be postponed? Law Professor Kate Shaw weighed in on this at a recent BASF panel＃ https://t.co/iHVVursFDG,3232,
320,0,Benefits of Using Legal Analytics in #COVID19 Litigation https://t.co/kcPrfPbLAT. Good read from @Nicole_A_Clark on＃ https://t.co/DfGs3SyRTm,3237,
321,0,"School Founded By Sinclair Broadcast VP Tells Teachers: Come In Person Or Lose Your Job
https://t.co/LyXDZwcg47＃ https://t.co/enuiX7ewhp",3250,
322,0,"Think about this when looking into #covid19 spread #Covid19 cases/deaths on June 25 worldwide 
Cases-9,494,571
Deat＃ https://t.co/ECdTMq1am2",3264,
323,0,"Today's #COVID19 Task Force announcement is focused on prevention. 

""We need to double down,"" @NC_Governor says.",3274,
324,0,"#JaredKushner Shame! Kushner! 
He &amp; team apparently developed a sophisticated testing &amp; tracking system/database fr＃ https://t.co/T0UenBGSYQ",3278,
325,0,The team at @USC Gehr Center created a web-based #COVID19 patient self-assessment tool in March. This tool has been＃ https://t.co/8RIQs8mZdF,3284,
326,0,"Raw from the toll of #COVID19, #NewYorkers have accepted face masks as a new norm of inhabiting the city.

In a sne＃ https://t.co/7C6FYQd6xd",3288,
327,0,"2 pitchers for StL Cardinals test positive for #Covid19 Cardinals, Brewers game postponed; 2 in Cardinals organizat＃ https://t.co/L7Yfg9yTWq",3293,
328,0,@Some_randompleb @nytimes 1. Schools don't have nurses any more. No medical professional will see a child at school＃ https://t.co/9vx4OWMsRD,3320,
329,0,"#Covid19 LOL. Early on, it seemed that the virus did not cause as many problems in warm southern climates. As in ma＃ https://t.co/IiOd5Qbpbw",3379,
330,0,"Why Less Is More When Designing a B2B Website Homepage
.
.
.
.
.
#sarasota #srq #bradenton #siestakey #lwr＃ https://t.co/8SFGewxaj1",3384,
331,0,"Devastating. 

＆Please do something＊: As #COVID19 swept through Wisconsin food plants, companies and government fai＃ https://t.co/3LPCmpBxVA",3389,
332,0,"#UK behavior across age groups on shopping habits, media consumption and social media use - before &amp; after #COVID19＃ https://t.co/9q9hlgekK0",3402,
333,0,"@realDonaldTrump Oh, Donny, you are more worried about #TicTok than the American people suffering because of your d＃ https://t.co/XUZpitFvmC",3428,
334,0,Gain a better understanding of today＊s employment trends by downloading The Demand for Skilled Talent in the＃ https://t.co/uikdYoAVw1,3463,
335,0,"@JanetTXBlessed <U+0001F620><U+0001F620><U+0001F621><U+0001F621><U+0001F621><U+0001F47F><U+0001F608> devils by all mean..President Trump is fighting <U+0001F608><U+0001F608> for over 3 years.
#Wuhanvirus #COVID19 i＃ https://t.co/7uNnQccjwp",3470,
336,0,"Every time I read something like this, it breaks my heart.
#coronavirus
#COVID19
#WearAMask

#Arizona Rep. Ra迆l Gri＃ https://t.co/8L39SypBdP",3477,
337,0,This is the 2nd article in the post-Covid-19 Digital Transformation Debts series. Operational excellence and Value＃ https://t.co/h0SkQ1TcOq,3482,
338,0,Just another day in @SummervilleSC as we keep an eye on the tropics. Looks like we＊re going for the＃ https://t.co/K8sDr6obrm,3494,
339,0,The latest The Project Box Daily! https://t.co/nzBn9EvAJI Thanks to @d0hertyry4n #covid19 #urbanplanning,3496,
340,0,"@um82md86 @CNNPolitics The taxpayers will end up paying for his tutors!

#TrumpVirus 
#Hypocrite 
#FailureInChief＃ https://t.co/LoPSFYCBnd",3502,
341,0,"Masks should not be a political statement.

Masks protect you and people around you.

#WearAMask #COVID19 https://t.co/wwHVIZC07Y",3525,
342,0,"If you＊re going to a beach, pool, park or lake this weekend, wear a face covering except when you are in the water.＃ https://t.co/48M2poG3Oc",3545,
343,0,@MattWolking @DonaldJTrumpJr They're too busy covering Trumps terrible handling of #COVID19  to care about a spat b＃ https://t.co/LhUUF2ymnm,3558,
344,0,Off to Kroger. List? Check. Masks? Check. Get to Kroger and reach in console for a mask. It＊s actually a stash of f＃ https://t.co/JFZ4BKIROB,3561,
345,0,@redpop86 @GovMurphy #COVIDIOT 511 US persons in 2017 from TB most bc of HIV/AIDS. 1.5 mill worldwide! US has over＃ https://t.co/qYPcwZLmjB,3563,
346,0,Some potential 2020 Christmas ideas<U+0001F384>for the kids.  I＊ll take the bottles of wine that come with the ※Work From Home＃ https://t.co/xXpefmC0tn,3565,
347,0,Not testing &amp;quarantining military personnel suspected of having #COVID19 is ignorant &amp;dangerous.Those military off＃ https://t.co/xSgq4AREWn,3588,
348,0,"Today MSDH is reporting 1,134 more cases of COVID-19 in Mississippi, 30 deaths and 968 hospitalizations for confirm＃ https://t.co/mnklAJ3HEm",3633,
349,0,@JamaicaGleaner And 9000 for California. So sad. #COVID19 #coronavirus,3641,
350,0,So due to #COVID19 I＊ll be sending the first 100 people that like and retweet this $100-$300 dollar requests throug＃ https://t.co/7kyyHU6wrp,3655,
351,0,#saturdays in #newyorkcity during #covid19  #nyc #covid_19 https://t.co/0IUydJQpYu,3656,
352,0,"As #Mississippi cases continue to surge + hospitals continue to be overwhelmed, @tatereeves is reopening schools.＃ https://t.co/zOdqnPwk02",3666,
353,0,"Cloth face masks are available on my @FineArtAmerica page. Wore mine for the first time yesterday, and it＊s very co＃ https://t.co/wo88cQfMMV",3668,
354,0,I lost faith in this generation of leaders after watching the corrupting negligence regarding ##MENA #Syria＃ https://t.co/JzBKy9j044,3672,
355,0,@realDonaldTrump Tweeting is not action! What are you @realDonaldTrump doing to prevent more American deaths from＃ https://t.co/OQUMkVBbUH,3691,
356,0,"The huge secondary impact of #covid19. American children also affectef.
Impacts of COVID-19 on childhood malnutriti＃ https://t.co/bjdclZFxcj",3698,
357,0,.@GovMurphy - Are you just going to talk about ※knuckleheads§ or are you going to let this virus resurge?  NY seems＃ https://t.co/FJsfJqsdHZ,3701,
358,0,Schools will reopen for full-time in-class attendance by students from kindergarten to Grade 12 on September 8＃ https://t.co/ZTYdauwhVn,3705,
359,0,"※You have no idea my frustration when I leave the hospital, I＊m heading home, and then in one of these outdoor mall＃ https://t.co/EKuV4Ig0kN",3710,
360,0,@glennkirschner2 They straight up traded American lives (a lot of them as it turns out) for a PERCEIVED political a＃ https://t.co/jCCZVSpDRU,3717,
361,0,Accompanying invitations to Rep. Glenn Grothman＊s town hall events...(#COVID19 #coronavirus #wisconsin) https://t.co/9SN261k6Fk,3719,
362,0,"Happy AUGUST to me!<U+0001F338><U+0001F495><U+0001F338>
Such a beautiful day today 〞〞 outside of the storm <U+26C8> in-front of us and #covid19 we will smi＃ https://t.co/tUDxPq7ObV",3743,
363,0,"Congress must strengthen the social safety net〞paid sick, family leave, food security and safe and affordable housi＃ https://t.co/djO3gK0UiZ",3769,
364,0,"How to Navigate The Stay at Home Life Today!
#Covid19 #caronavirus #stayathome #quarantine #life #grateful #thankful https://t.co/O7p5OxdQsN",3773,
365,0,Thousands protest in Berlin against coronavirus restrictions. #COVID19  https://t.co/aPHlPekQAF,3776,
366,0,"#COVID19 #lockdown
#Covid_19 #tiktokban
What are you being distracted from today internet?
https://t.co/pWwG5tsDgB",3799,
367,0,Drugmakers vow diversity in COVID-19 clinical trials [via SmartBrief] #coronavirus #covid19 https://t.co/uzTbIpcQmX,3802,
368,0,"""Tennessee pastor tests positive for COVID-19 after attending meeting w/#Trump at WH"" He tested negative for the vi＃ https://t.co/4lLPGF7Rzg",3807,
369,0,California health officials reported the state＊s first coronavirus death of a child on Friday as the statewide tall＃ https://t.co/iHIW5LVn6Z,3848,
370,0,Come to America. Trump will allow you to walk around spreading COVID. He has disinfectant. There is NO excuse for i＃ https://t.co/KPtqy58QL8,3853,
371,0,It's amazing that the red zone states (of which #uniquesc heads the list) can't equate the #covid19 #pandemic to their economic recoveries.,3854,
372,0,"Lauren &amp; @ChefHosea have been fast at work building a #patientledresearch community for their daughter, Sophie, all＃ https://t.co/PpAn5Jv81U",3873,
373,0,"Tired of #COVID19 deaths being depicted as numbers and percentages.
Family &amp; friends of anyone who has passed from＃ https://t.co/ESyo6LjyZe",3892,
374,0,You can put pro and some college athletes in a 'bubble' for #covid19 but high schools can't do that in #uniquesc or＃ https://t.co/hEg8Eeexof,3898,
375,0,Effect...§New infections continue to soar across the nation.§ #COVID19 #TrumpVirusCatastrophe  https://t.co/WSDCW8wZmt,3929,
376,0,@mmamas1973 @DeveshRaiMD @DrMarthaGulati @vegsoc @DBelardoMD @biljana_parapid @avolgman @DrHeatherJohn CDC says HTN＃ https://t.co/ZDWQSHJrW0,3935,
377,0,#new #word in #medicine - #mask on #hand. #covid19 won't #pass <U+0001F637> https://t.co/oHkJCbS9Bw,3938,
378,0,"From cityofnola Saturday Testing <U+2022> Free, drive-thru #covid19 testing available Monday through Saturday at UNO Lakef＃ https://t.co/3JoYtbwi03",3942,
379,0,"@realDonaldTrump You are delusional!! 
*RESIGN* BEFORE YOU COST MORE PEOPLE THEIR LIVES! #COVID19 (That＊s what it＊s＃ https://t.co/XKlD35YKI1",3958,
380,0,New office chair ready for work! Built with the help of @nancyemcc66 #workingfromhome #covid19 #excited＃ https://t.co/r23rDLzGGa,3969,
381,0,"<U+0001F469><U+0001F3FD><U+200D><U+2695><U+FE0F>Mrs. Krassenstein, Please be kind to tRump45<U+0001F923>He did say he would <U+0001F6D1>Playing<U+26F3><U+0001F3CC><U+0001F3FC><U+200D>﹥<U+FE0F>Once there are 250K Dead becaus＃ https://t.co/SYL3ukEib4",3981,
382,0,"An important article from an Arizona school superintendent, from a district that has already suffered the loss of s＃ https://t.co/Az4quAkD7G",3991,
383,0,Can schools reopen safely amid the #COVID19 #pandemic? And why some parents are looking for alternatives. Start you＃ https://t.co/HptaI09yJP,3994,
384,0,"#Florida the #VILLAGES STATS.. SEE @nytimes https://t.co/p05Wl8YIwS From March through mid-June, there were fewer t＃ https://t.co/VCTseJfC7l",3997,
385,0,{cue the tumbleweeds} #COVID19 #COVIDIOTS https://t.co/GK43kuruuY,3999,
386,0,"Should students go back to school? 

https://t.co/bQ55OTxGnS

#colorado #tutoring #education #school #kentucky＃ https://t.co/cih79pt9Tp",4021,
387,0,Kudos to #CharlottePride for their weekend of virtual events celebrating our #LGBTQ community! Moving their events＃ https://t.co/GCzFar8YGW,4041,
388,0,Metro #Atlanta #highschool #football player loses both #parents to #COVID19 days apart. https://t.co/8hksKHRAYB,4050,
389,0,My brother in law has #COVID19 now all members of his house are exposed. His 82 year old mother n law lives there a＃ https://t.co/CaV6pbUflq,4051,
390,0,And Cespedes is confirmed out for the rest of the #COVID19-shortened 2020 season. https://t.co/cP31pCxvz4,4075,
391,0,"At least 36 crew members on the MS Roald Amundsen cruise ship have tested positive for coronavirus, days after near＃ https://t.co/5A0rTjgqWY",4110,
392,0,<U+0001F925>@GovMLG calls a protest a performance and orders it shutdown. Didn't she say on Thursday she supported peacefully＃ https://t.co/p2TckUY993,4112,
393,0,@nytimes While AMERICA Suffers..here＊s what GREED LOOKS LIKE!! Ivanka Trump &amp; Jared Kushner   #IvankaTrump＃ https://t.co/hPU7Jg6kSH,4117,
